Food_id,Food,Quantity,Measure,weight,unit,prep,GI,Water,Water (DV),Energy,Energy (DV),"Protein
(8g x body 
weight)",Protein (DV),"Total lipid 
(fat)",Total lipid (DV),Carbs,Carbs (DV),Fiber,Fiber (DV),"Sugars, 
total",Sugar (DV),Boron,Boron (DV),Calcium,Calcium (DV),Chloride,Chloride (DV),Chromium,Chromium (DV),Copper,Copper (DV),Fluoride,Fluoride (DV),Iodine,Iodine (DV),Iron,Iron (DV),Magnesium,Magnesium (DV),Manganese,Manganese (DV),Molybdenum,Molybdenum (DV),"Phosphorus, P",Phosphorus (DV),"Potassium, K",Potassium (DV),Selenium,Selenium (DV),Sodium,Sodium (DV),Zinc,Zinc (DV),Thiamin-B1,Thiamin-1 (DV),Riboflavin-B2,Riboflavin (DV),Niacin-B3,Niacin -B3 (DV),B-6,B-6 (DV),B-12,B12 (DV),Biotin-B7,Biotin-B7 (DV),Choline,"Choline
 (DV)","Folate, 
(B9)",Folate (DV),Pantothenic,"Pantothenic
 (DV)",Vitamin-C,Vitamin-C (DV),"Vitamin-A, 
RAE",Vitamin-A (DV),"Vitamin-D
 (IU)",Vitamin-D (DV),"Vitamin E 
(ATEl)",Vitamin E ATE-(DV),"Fatty acids, 
total saturated",Fatty saturated (DV),"Fatty acids, 
total mono","Fatty acids, 
total mono (DV)","Fatty acids, 
total poly","Fatty acids, 
total poly (DV)","Fatty acids, 
total trans","Fatty acids (DV)
total trans",Cholesterol,"Cholesterol 
(DV)",omega-3,"omega-3
(DV)",omega-6,"omega-6 
(DV)",Alanine,Arginine,Aspartic Acid,Cystenine,Glutamic Acid,Glycine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine
241,Kidney_beans_p25_cup,0.25,cup,44.25,grams,cooked,low,29.5,0.01475,56.25,0.028125,3.8375,0.068526786,0.22,0.002716049,10.09,0.033633333,2.8325,0.1133,0.1425,0.00285,0.975,0.000325,15.5,0.0155,0,0,0,0,0.095,0.105555556,0,0,0,0,0.9825,0.054583333,18.585,0.0464625,0.19,0.095,33.1875,0.7375,61.09,0.087271429,179.2125,0.051203571,0.4875,0.008863636,0.4425,0.000295,0.4425,0.040227273,0.07,0.058333333,0.025,0.019230769,0.25,0.015625,0.0525,0.030882353,0,0,0,0,13.5,0.031764706,57.5,0.14375,0.1,0.02,0.53,0.007066667,0,0,0,0,0.0125,0.000833333,0.0325,0.001477273,0.0175,0.001029412,0.125,0.007352941,0,0,0,0,0.075,0.03125,0.0475,0.006597222,0.175,0.21,0.48,0.035,0.6175,0.155,0.105,0.1825,0.325,0.2675,0.05,0.225,0.22,0.24,0.14,0.045,0.09,0.22
242,Pinto_beans_1_cup,1,cup,171,grams,cooked,low,107.6,0.0538,244.5,0.12225,15.4,0.275,1.1,0.013580247,44.8,0.149333333,15.4,0.616,0.58,0.0116,573,0.191,78.6,0.0786,0,0,0,0,0.37,0.411111111,0,0,0,0,3.6,0.2,85.5,0.21375,0.77,0.385,128.25,2.85,251.3,0.359,745.5,0.213,10.6,0.192727273,1.7,0.001133333,1.7,0.154545455,0.33,0.275,0.11,0.084615385,0.54,0.03375,0.4,0.235294118,0,0,0,0,60.3,0.141882353,294,0.735,0.36,0.072,1.37,0.018266667,0,0,0,0,1.6,0.106666667,0.23,0.010454545,0.23,0.013529412,0.4,0.023529412,0,0,0,0,0.23,0.095833333,0.17,0.023611111,0.7,0.84,1.93,0.14,2.47,0.62,0.42,0.73,1.31,1.08,0.2,0.9,0.88,0.97,0.57,0.18,0.36,0.89
243,Pinto_beans_p5_cup,0.5,cup,85.5,grams,cooked,low,107.6,0.0538,122.25,0.061125,7.7,0.1375,0.55,0.006790123,22.4,0.074666667,7.7,0.308,0.29,0.0058,286.5,0.0955,39.3,0.0393,0,0,0,0,0.185,0.205555556,0,0,0,0,1.8,0.1,42.75,0.106875,0.385,0.1925,64.125,1.425,125.65,0.1795,372.75,0.1065,5.3,0.096363636,0.85,0.000566667,0.85,0.077272727,0.165,0.1375,0.055,0.042307692,0.27,0.016875,0.2,0.117647059,0,0,0,0,30.15,0.070941176,147,0.3675,0.18,0.036,0.685,0.009133333,0,0,0,0,0.8,0.053333333,0.115,0.005227273,0.115,0.006764706,0.2,0.011764706,0,0,0,0,0.115,0.047916667,0.085,0.011805556,0.35,0.42,0.965,0.07,1.235,0.31,0.21,0.365,0.655,0.54,0.1,0.45,0.44,0.485,0.285,0.09,0.18,0.445
243,Pinto_beans_p25_cup,0.25,cup,42.75,grams,cooked,low,107.6,0.0538,61.125,0.0305625,3.85,0.06875,0.275,0.003395062,11.2,0.037333333,3.85,0.154,0.145,0.0029,143.25,0.04775,19.65,0.01965,0,0,0,0,0.0925,0.102777778,0,0,0,0,0.9,0.05,21.375,0.0534375,0.1925,0.09625,32.0625,0.7125,62.825,0.08975,186.375,0.05325,2.65,0.048181818,0.425,0.000283333,0.425,0.038636364,0.0825,0.06875,0.0275,0.021153846,0.135,0.0084375,0.1,0.058823529,0,0,0,0,15.075,0.035470588,73.5,0.18375,0.09,0.018,0.3425,0.004566667,0,0,0,0,0.4,0.026666667,0.0575,0.002613636,0.0575,0.003382353,0.1,0.005882353,0,0,0,0,0.0575,0.023958333,0.0425,0.005902778,0.175,0.21,0.4825,0.035,0.6175,0.155,0.105,0.1825,0.3275,0.27,0.05,0.225,0.22,0.2425,0.1425,0.045,0.09,0.2225
244,Lima_beans_1_cup,1,cup,188,grams,cooked,low,131.21,0.065605,216.2,0.1081,14.66,0.261785714,0.71,0.008765432,39.25,0.130833333,13.16,0.5264,5.45,0.109,646,0.215333333,32,0.032,0,0,0,0,0.44,0.488888889,0,0,0,0,4.5,0.25,80.84,0.2021,0.97,0.485,141,3.133333333,208.68,0.298114286,955,0.272857143,8.4,0.152727273,3.76,0.002506667,1.8,0.163636364,0.3,0.25,0.1,0.076923077,0.8,0.05,0.3,0.176470588,0,0,0,0,61.1,0.143764706,156,0.39,0.8,0.16,0,0,0,0,0,0,0.34,0.022666667,0.17,0.007727273,0.06,0.003529412,0.32,0.018823529,0,0,0,0,0.1,0.041666667,0.22,0.030555556,0.74,0.89,1.88,0.16,2.06,0.62,0.45,0.77,1.26,0.98,0.19,0.84,0.66,0.97,0.63,0.17,0.52,0.88
245,Lima_beans_p5_cup,0.5,cup,94,grams,cooked,low,65.605,0.0328025,108.1,0.05405,7.33,0.130892857,0.355,0.004382716,19.625,0.065416667,6.58,0.2632,2.725,0.0545,323,0.107666667,16,0.016,0,0,0,0,0.22,0.244444444,0,0,0,0,2.25,0.125,40.42,0.10105,0.485,0.2425,70.5,1.566666667,104.34,0.149057143,477.5,0.136428571,4.2,0.076363636,1.88,0.001253333,0.9,0.081818182,0.15,0.125,0.05,0.038461538,0.4,0.025,0.15,0.088235294,0,0,0,0,30.55,0.071882353,78,0.195,0.4,0.08,0,0,0,0,0,0,0.17,0.011333333,0.085,0.003863636,0.03,0.001764706,0.16,0.009411765,0,0,0,0,0.05,0.020833333,0.11,0.015277778,0.37,0.445,0.94,0.08,1.03,0.31,0.225,0.385,0.63,0.49,0.095,0.42,0.33,0.485,0.315,0.085,0.26,0.44
245,Lima_beans_p25_cup,0.25,cup,47,grams,cooked,low,32.8025,0.01640125,54.05,0.027025,3.665,0.065446429,0.1775,0.002191358,9.8125,0.032708333,3.29,0.1316,1.3625,0.02725,161.5,0.053833333,8,0.008,0,0,0,0,0.11,0.122222222,0,0,0,0,1.125,0.0625,20.21,0.050525,0.2425,0.12125,35.25,0.783333333,52.17,0.074528571,238.75,0.068214286,2.1,0.038181818,0.94,0.000626667,0.45,0.040909091,0.075,0.0625,0.025,0.019230769,0.2,0.0125,0.075,0.044117647,0,0,0,0,15.275,0.035941176,39,0.0975,0.2,0.04,0,0,0,0,0,0,0.085,0.005666667,0.0425,0.001931818,0.015,0.000882353,0.08,0.004705882,0,0,0,0,0.025,0.010416667,0.055,0.007638889,0.185,0.2225,0.47,0.04,0.515,0.155,0.1125,0.1925,0.315,0.245,0.0475,0.21,0.165,0.2425,0.1575,0.0425,0.13,0.22
246,Lentils_1_cup,1,cup,198,grams,cooked,low,138,0.069,229.68,0.11484,17.86,0.318928571,0.75,0.009259259,38.86,0.129533333,15.64,0.6256,3.56,0.0712,0,0,37.62,0.03762,0,0,0,0,0.5,0.555555556,0,0,0,0,,0,71.28,0.1782,0.98,0.49,148.5,3.3,356.4,0.509142857,730.62,0.208748571,5.54,0.100727273,3.96,0.00264,2.51,0.228181818,0.33,0.275,0.14,0.107692308,2.1,0.13125,0.35,0.205882353,0,0,0,0,64.75,0.152352941,358.38,0.89595,1.26,0.252,2.97,0.0396,0.79,0.000877778,0,0,0.22,0.014666667,0.1,0.004545455,0.13,0.007647059,0.35,0.020588235,0,0,0,0,0.07,0.029166667,0.27,0.0375,0.75,1.38,1.98,0.23,2.77,0.73,0.5,0.77,1.29,1.25,0.15,0.88,0.75,0.82,0.64,0.16,0.48,0.89
247,Lentils_p5_cup,0.5,cup,99,grams,cooked,low,69,0.0345,114.84,0.05742,8.93,0.159464286,0.375,0.00462963,19.43,0.064766667,7.82,0.3128,1.78,0.0356,0,0,18.81,0.01881,0,0,0,0,0.25,0.277777778,0,0,0,0,0,0,35.64,0.0891,0.49,0.245,74.25,1.65,178.2,0.254571429,365.31,0.104374286,2.77,0.050363636,1.98,0.00132,1.255,0.114090909,0.165,0.1375,0.07,0.053846154,1.05,0.065625,0.175,0.102941176,0,0,0,0,32.375,0.076176471,179.19,0.447975,0.63,0.126,1.485,0.0198,0.395,0.000438889,0,0,0.11,0.007333333,0.05,0.002272727,0.065,0.003823529,0.175,0.010294118,0,0,0,0,0.035,0.014583333,0.135,0.01875,0.375,0.69,0.99,0.115,1.385,0.365,0.25,0.385,0.645,0.625,0.075,0.44,0.375,0.41,0.32,0.08,0.24,0.445
247,Lentils_p25_cup,0.25,cup,49.5,grams,cooked,low,34.5,0.01725,57.42,0.02871,4.465,0.079732143,0.1875,0.002314815,9.715,0.032383333,3.91,0.1564,0.89,0.0178,0,0,9.405,0.009405,0,0,0,0,0.125,0.138888889,0,0,0,0,0,0,17.82,0.04455,0.245,0.1225,37.125,0.825,89.1,0.127285714,182.655,0.052187143,1.385,0.025181818,0.99,0.00066,0.6275,0.057045455,0.0825,0.06875,0.035,0.026923077,0.525,0.0328125,0.0875,0.051470588,0,0,0,0,16.1875,0.038088235,89.595,0.2239875,0.315,0.063,0.7425,0.0099,0.1975,0.000219444,0,0,0.055,0.003666667,0.025,0.001136364,0.0325,0.001911765,0.0875,0.005147059,0,0,0,0,0.0175,0.007291667,0.0675,0.009375,0.1875,0.345,0.495,0.0575,0.6925,0.1825,0.125,0.1925,0.3225,0.3125,0.0375,0.22,0.1875,0.205,0.16,0.04,0.12,0.2225
244,Blackbeans_1_cup,1,cup,172,grams,cooked,low,113,0.0565,227,0.1135,15.24,0.272142857,0.93,0.011481481,40.78,0.135933333,14.96,0.5984,0,0,0,0,46.44,0.04644,0,0,0,0,0.36,0.4,0,0,0,0,3.61,0.200555556,120.4,0.301,0.76,0.38,129,2.866666667,240.8,0.344,610.6,0.174457143,2.06,0.037454545,1.72,0.001146667,1.93,0.175454545,0.42,0.35,0.1,0.076923077,0.87,0.054375,0.12,0.070588235,0,0,0,0,0,0,256.28,0.6407,0.42,0.084,0,0,0.52,0.000577778,0,0,0,0,0.24,0.010909091,0.08,0.004705882,0.4,0.023529412,0,0,0,0,0.18,0.075,0.22,0.030555556,0.64,0.94,1.84,0.17,2.32,0.6,0.42,0.67,1.22,1.05,0.23,0.82,0.65,0.83,0.64,0.18,0.43,0.8
244,Blackbeans_p5_cup,0.5,cup,86,grams,cooked,low,56.5,0.02825,113.5,0.05675,7.62,0.136071429,0.465,0.005740741,20.39,0.067966667,7.48,0.2992,0,0,0,0,23.22,0.02322,0,0,0,0,0.18,0.2,0,0,0,0,1.805,0.100277778,60.2,0.1505,0.38,0.19,64.5,1.433333333,120.4,0.172,305.3,0.087228571,1.03,0.018727273,0.86,0.000573333,0.965,0.087727273,0.21,0.175,0.05,0.038461538,0.435,0.0271875,0.06,0.035294118,0,0,0,0,0,0,128.14,0.32035,0.21,0.042,0,0,0.26,0.000288889,0,0,0,0,0.12,0.005454545,0.04,0.002352941,0.2,0.011764706,0,0,0,0,0.09,0.0375,0.11,0.015277778,0.32,0.47,0.92,0.085,1.16,0.3,0.21,0.335,0.61,0.525,0.115,0.41,0.325,0.415,0.32,0.09,0.215,0.4
244,Blackbeans_p25_cup,0.25,cup,43,grams,cooked,low,28.25,0.014125,56.75,0.028375,3.81,0.068035714,0.2325,0.00287037,10.195,0.033983333,3.74,0.1496,0,0,0,0,11.61,0.01161,0,0,0,0,0.09,0.1,0,0,0,0,0.9025,0.050138889,30.1,0.07525,0.19,0.095,32.25,0.716666667,60.2,0.086,152.65,0.043614286,0.515,0.009363636,0.43,0.000286667,0.4825,0.043863636,0.105,0.0875,0.025,0.019230769,0.2175,0.01359375,0.03,0.017647059,0,0,0,0,0,0,64.07,0.160175,0.105,0.021,0,0,0.13,0.000144444,0,0,0,0,0.06,0.002727273,0.02,0.001176471,0.1,0.005882353,0,0,0,0,0.045,0.01875,0.055,0.007638889,0.16,0.235,0.46,0.0425,0.58,0.15,0.105,0.1675,0.305,0.2625,0.0575,0.205,0.1625,0.2075,0.16,0.045,0.1075,0.2
250,Cod_4_ox,4,oz,113.4,grams,baked,very low,91,0.0455,96.4,0.0482,21.24,0.379285714,0.57,0.007037037,0,0,0,0,0,0,0,0,11.34,0.01134,0,0,0,0,0.03,0.033333333,0,0,132,0.88,0.23,0.012777778,27.2,0.068,0.02,0.01,3.86,0.085777778,391.2,0.558857143,327.7,0.093628571,31.75,0.577272727,421.84,0.281226667,0.44,0.04,0.04,0.033333333,0.06,0.046153846,1.52,0.095,0.15,0.088235294,2.62,1.091666667,0,0,90.4,0.212705882,9.07,0.022675,0.41,0.082,0,0,2.27,0.002522222,27.22,0.06805,0.76,0.050666667,0.12,0.005454545,0.1,0.005882353,0.23,0.013529412,0.01,0.005,64.64,0.215466667,0.19,0.079166667,0.04,0.005555556,1.22,1.37,2.12,0.19,3.2,0.99,0.45,0.94,1.69,1.95,0.58,0.83,0.71,0.9,0.92,0.26,0.77,1.02
251,Chicken_4_oz,4,oz,113.4,grams,roasted,very low,74,0.037,187,0.0935,35,0.625,4,0.049382716,0,0,0,0,0,0,0,0,17,0.017,0,0,0.67,0.019142857,0.06,0.066666667,0,0,0,0,1.18,0.065555556,32.9,0.08225,0.02,0.01,0,0,258.5,0.369285714,290.3,0.082942857,31.3,0.569090909,83.9,0.055933333,1.13,0.102727273,0.08,0.066666667,0.13,0.1,15.55,0.971875,0.68,0.4,0.39,0.1625,0,0,96.7,0.227529412,4.54,0.01135,1.09,0.218,0,0,6.8,0.007555556,5.67,0.014175,0.31,0.020666667,1.15,0.052272727,1.41,0.082941176,0.87,0.051176471,0,0,85,0.283333333,0.08,0.033333333,0.74,0.102777778,1.92,2.12,3.13,0.45,5.27,1.73,1.09,1.86,2.64,2.99,0.97,1.4,1.45,1.21,1.49,0.41,1.19,1.75
252,Lamb_4_oz,4,oz,113.4,grams,roasted,very low,59.5,0.02975,310.45,0.155225,25.57,0.456607143,23.13,0.285555556,0,0,0,0,0,0,0,0,20.4,0.0204,0,0,0,0,0.13,0.144444444,0,0,0,0,2.4,0.133333333,26.08,0.0652,0.02,0.01,3.86,0.085777778,204.12,0.2916,278.96,0.079702857,27.9,0.507272727,72.57,0.04838,3.87,0.351818182,0.11,0.091666667,0.27,0.207692308,8.05,0.503125,0.12,0.070588235,2.51,1.045833333,1.13,0.037666667,100.24,0.235858824,21.55,0.053875,0.74,0.148,0,0,17.12,0.019022222,2.27,0.005675,0.98,0.065333333,11.16,0.507272727,10.98,0.645882353,0.54,0.031764706,0,0,107.73,0.3591,0.16,0.066666667,0.38,0.052777778,1.54,1.52,2.25,0.31,3.71,1.25,0.81,1.23,1.99,2.26,0.66,1.04,1.07,0.95,1.09,0.3,0.86,1.38
253,Salmon_4_oz,4,oz,113,grams,broiled,very low,81,0.0405,157,0.0785,26.6,0.475,4.88,0.060246914,0,0,0,0,0,0,0,0,51,0.051,0,0,0,0,0.08,0.088888889,0,0,32,0.213333333,0.69,0.038333333,37.4,0.0935,0.02,0.01,3.86,0.085777778,365,0.521428571,492,0.140571429,43,0.781818182,65.7,0.0438,0.64,0.058181818,0.09,0.075,0.16,0.123076923,9,0.5625,0.64,0.376470588,5.67,2.3625,4.54,0.151333333,81.6,0.192,14.74,0.03685,0.92,0.184,1.59,0.0212,57.8,0.064222222,511.43,1.278575,1.04,0.069333333,1.2,0.054545455,1.79,0.105294118,1.44,0.084705882,0,0,62.37,0.2079,1.32,0.55,0.09,0.0125,1.61,1.59,2.72,0.28,3.97,1.28,0.78,1.23,2.16,2.44,0.79,1.04,0.94,1.09,1.17,0.3,0.9,1.37
254,Tuna_4_oz,4,oz,113,grams,baked,very low,78.2,0.0391,147,0.0735,33,0.589285714,0.67,0.008271605,0,0,0,0,0,0,0,0,4.54,0.00454,0,0,0,0,0.05,0.055555556,0,0,23,0.153333333,1.04,0.057777778,47.63,0.119075,0.01,0.005,3.86,0.085777778,377.6,0.539428571,598,0.170857143,122.7,2.230909091,61.23,0.04082,0.51,0.046363636,0.15,0.125,0.16,0.123076923,25,1.5625,1.18,0.694117647,2.66,1.108333333,0,0,88,0.207058824,2.27,0.005675,0.38,0.076,0,0,25,0.027777778,93,0.2325,0.33,0.022,0.23,0.010454545,0.16,0.009411765,0.2,0.011764706,0.02,0.01,53.3,0.177666667,0.14,0.058333333,0.05,0.006944444,1.92,1.89,3.24,0.34,4.73,1.52,0.93,1.46,2.57,2.91,0.94,1.24,1.12,1.29,1.39,0.35,1.07,1.63
255,Scallops_4_oz,4,oz,113.4,grams,steamed,low,79.66,0.03983,125.87,0.062935,23.3,0.416071429,0.95,0.011728395,6.13,0.020433333,0,0,0,0,0,0,11.34,0.01134,0,0,0,0,0.04,0.044444444,0,0,135,0.9,0.66,0.036666667,41.96,0.1049,0.03,0.015,0,0,483.08,0.690114286,356.07,0.101734286,24.61,0.447454545,756.37,0.504246667,1.76,0.16,0.01,0.008333333,0.03,0.023076923,1.22,0.07625,0.13,0.076470588,2.44,1.016666667,0,0,125.53,0.295364706,22.68,0.0567,0.42,0.084,0,0,2.27,0.002522222,2.27,0.005675,0,0,0.25,0.011363636,0.09,0.005294118,0.25,0.014705882,0.01,0.005,46.49,0.154966667,0.22,0.091666667,0.03,0.004166667,1.03,1.25,1.78,0.23,2.71,2,0.36,0.78,1.39,1.43,0.55,0.68,0.55,0.7,0.71,0.2,0.57,0.73
256,Beef_4_oz,4,oz,113,grams,cooked,very low,83,0.0415,175,0.0875,26,0.464285714,8.1,0.1,0,0,0,0,0,0,0,0,10.2,0.0102,0,0,0,0,0.08,0.088888889,0,0,0,0,2,0.111111111,26,0.065,0.01,0.005,0,0,240,0.342857143,388,0.110857143,24,0.436363636,62.4,0.0416,4.1,0.372727273,0.06,0.05,0.14,0.107692308,7.6,0.475,0.74,0.435294118,1.44,0.6,0,0,73.8,0.173647059,14.7,0.03675,0.77,0.154,0,0,4.25,0.004722222,0,0,0.25,0.016666667,2.8,0.127272727,2.8,0.164705882,2.5,0.147058824,0.13,0.065,74,0.246666667,1.1,0.458333333,1.5,0.208333333,1.59,1.69,2.38,0.33,3.93,1.59,0.83,1.18,2.08,2.21,0.68,1.03,1.25,1.03,1.04,0.17,0.83,1.3
257,Turkey_4_oz,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,
258,olive_oil_1_tblspn,1,tblsp,13.5,grams,cold-pressed,very low,0,0,120,0.06,0,0,13.5,0.166666667,0,0,0,0,0,0,0,0,0.13,0.00013,0,0,0,0,0,0,0,0,0,0,0.08,0.004444444,0,0,0,0,0,0,0,0,0.13,3.71E-05,0,0,0.27,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,9.41E-05,0,0,0,0,0,0,0,0,0,0,1.94,0.129333333,1.8,0.081818182,9.85,0.579411765,1.42,0.083529412,0,0,0,0,0.1,0.041666667,1.32,0.183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,olive_oil_p5_tblspn,1,tblsp,6.75,grams,cold-pressed,very low,0,0,60,0.03,0,0,6.75,0.083333333,0,0,0,0,0,0,0,0,0.065,0.000065,0,0,0,0,0,0,0,0,0,0,0.04,0.002222222,0,0,0,0,0,0,0,0,0.065,1.86E-05,0,0,0.135,0.00009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,4.71E-05,0,0,0,0,0,0,0,0,0,0,0.97,0.064666667,0.9,0.040909091,4.925,0.289705882,0.71,0.041764706,0,0,0,0,0.05,0.020833333,0.66,0.091666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Brown_rice_1_cup,1,cup,195,grams,cooked,medium,143,0.0715,216,0.108,5,0.089285714,1.75,0.021604938,45,0.15,3.5,0.14,0.68,0.0136,,0,19.5,0.0195,448.5,0.22425,0.78,0.022285714,0.19,0.211111111,0,0,0,0,0.82,0.045555556,84,0.21,1.76,0.88,0,0,162,0.231428571,84,0.024,19.11,0.347454545,9.75,0.0065,1.23,0.111818182,0.19,0.158333333,0.05,0.038461538,4.05,0.253125,0.28,0.164705882,0,0,1.5,0.05,17.94,0.042211765,7.8,0.0195,0.56,0.112,0,0,0,0,0,0,0.06,0.004,0.35,0.015909091,0.64,0.037647059,0.63,0.037058824,0,0,0,0,0.03,0.0125,0.6,0.083333333,0.29,0.38,0.47,0.06,1.02,0.25,0.13,0.21,0.42,0.19,0.11,0.26,0.24,0.26,0.19,0.06,0.19,0.29
260,Brown_rice_p5_cup,0.5,cup,97.5,grams,cooked,medium,71.5,0.03575,108,0.054,2.5,0.044642857,0.875,0.010802469,22.5,0.075,1.75,0.07,0.34,0.0068,0,0,9.75,0.00975,224.25,0.112125,0.39,0.011142857,0.095,0.105555556,0,0,0,0,0.41,0.022777778,42,0.105,0.88,0.44,0,0,81,0.115714286,42,0.012,9.555,0.173727273,4.875,0.00325,0.615,0.055909091,0.095,0.079166667,0.025,0.019230769,2.025,0.1265625,0.14,0.082352941,0,0,0.75,0.025,8.97,0.021105882,3.9,0.00975,0.28,0.056,0,0,0,0,0,0,0.03,0.002,0.175,0.007954545,0.32,0.018823529,0.315,0.018529412,0,0,0,0,0.015,0.00625,0.3,0.041666667,0.145,0.19,0.235,0.03,0.51,0.125,0.065,0.105,0.21,0.095,0.055,0.13,0.12,0.13,0.095,0.03,0.095,0.145
260,White_rice_short_grain_p5_cup,0.5,cup,100,grams,cooked,medium,68.5,0.017875,130,0.027,2.36,0.022321429,0.19,0.005401235,28.73,0.0375,0,0.035,0.05,0.0034,0,0,1,0.004875,0,0.0560625,0,0.005571429,0.07,0.052777778,0,0,0,0,0.2,0.011388889,8,0.0525,0.36,0.22,0,0,33,0.057857143,26,0.006,7.5,0.086863636,0,0.001625,0.4,0.027954545,0.02,0.039583333,0.02,0.009615385,0.4,0.06328125,0.06,0.041176471,0,0,0,0.0125,0,0.010552941,2,0.004875,0.4,0.028,0,0,0,0,0,0,0.03,0.001,0.05,0.003977273,0.06,0.009411765,0.05,0.009264706,0,0,0,0,0.0075,0.003125,0.04,0.020833333,0.14,0.2,0.22,0.05,0.46,0.11,0.06,0.1,0.19,0.08,0.06,0.13,0.11,0.12,0.08,0.03,0.08,0.14
260,White_rice_short_grain_1_cup,1,cup,200,grams,cooked,medium,137,0.0089375,260,0.054,4.72,0.044642857,0.38,0.010802469,57.46,0.075,0,0.07,0.1,0.0068,0,0,2,0.00975,0,0.112125,0,0.011142857,0.14,0.105555556,0,0,0,0,0.4,0.022777778,16,0.105,0.72,0.44,0,0,66,0.115714286,52,0.012,15,0.173727273,0,0.00325,0.8,0.055909091,0.04,0.079166667,0.04,0.019230769,0.8,0.1265625,0.12,0.082352941,0,0,0,0.025,0,0.021105882,4,0.00975,0.8,0.056,0,0,0,0,0,0,0.06,0.002,0.1,0.007954545,0.12,0.018823529,0.1,0.018529412,0,0,0,0,0.015,0.00625,0.08,0.041666667,0.28,0.4,0.44,0.1,0.92,0.22,0.12,0.2,0.38,0.16,0.12,0.26,0.22,0.24,0.16,0.06,0.16,0.28
264,jasmine_rice,1,cup,100,grams,cooked,medium,68,0.034,129,0.0645,2.67,0.047678571,0.28,0.00345679,28,0.093333333,0.4,0.016,0.05,0.001,0,0,10,0.01,0,0,0,0,0.07,0.077777778,0,0,0,0,1.2,0.066666667,12,0.03,0,0,0,0,43,0.061428571,35,0.01,7.5,0.136363636,245,0.163333333,0.49,0.044545455,0.16,0.133333333,0.01,0.007692308,1.47,0.091875,0.09,0.052941176,0,0,0,0,2.1,0.004941176,58,0.145,0,0,0,0,0,0,0,0,0.04,0.002666667,0.08,0.003636364,0.09,0.005294118,0.08,0.004705882,0,0,0,0,0.01,0.004166667,0.06,0.008333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Oats_p25_cup,0.25,cup,40,grams,boiled,low,3.2,0.0016,150,0.075,6.6,0.117857143,2.69,0.033209877,26,0.086666667,4.1,0.164,0,0,0,0,21,0.021,50,0.025,5.38,0.153714286,0.24,0.266666667,0,0,2.5,0.016666667,1.8,0.1,69,0.1725,1.9,0.95,28,0.622222222,204,0.291428571,167,0.047714286,0,0,63,0.042,1.55,0.140909091,0.3,0.25,0.05,0.038461538,0.3,0.01875,0.05,0.029411765,0,0,8,0.266666667,6.6,0.015529412,22,0.055,0.53,0.106,0,0,0,0,0,0,0,0,0.47,0.021363636,0.85,0.05,0.99,0.058235294,0,0,0,0,0.04,0.016666667,0.95,0.131944444,0.34,0.46,0.56,0.16,1.45,0.33,0.16,0.27,0.5,0.27,0.12,0.35,0.36,0.29,0.22,0.09,0.22,0.37
266,Oats_p5_cup,0.5,cup,80,grams,boiled,low,6.4,0.0032,300,0.15,13.2,0.235714286,5.38,0.066419753,52,0.173333333,8.2,0.328,0,0,0,0,42,0.042,100,0.05,10.76,0.307428571,0.48,0.533333333,0,0,5,0.033333333,3.6,0.2,138,0.345,3.8,1.9,56,1.244444444,408,0.582857143,334,0.095428571,0,0,126,0.084,3.1,0.281818182,0.6,0.5,0.1,0.076923077,0.6,0.0375,0.1,0.058823529,0,0,16,0.533333333,13.2,0.031058824,44,0.11,1.06,0.212,0,0,0,0,0,0,0,0,0.94,0.042727273,1.7,0.1,1.98,0.116470588,0,0,0,0,0.08,0.033333333,1.9,0.263888889,0.68,0.92,1.12,0.32,2.9,0.66,0.32,0.54,1,0.54,0.24,0.7,0.72,0.58,0.44,0.18,0.44,0.74
